Measure	DAX Expression	Parent	Child	Tables	Columns
0_PA6_CM1_CM	 VAR SelectedMonth =     SELECTEDVALUE ( DT_Date[Month_Number] ) RETURN     // DIVIDE(     //     CALCULATE(SUM(FT_COBUS_A_Joint[CM1_PA6]),     //     FILTER(ALL(DT_Date[Date], DT_Date[Month_short], DT_Date[Year]), DT_Date[Date] <= MAX(DT_Date[Date])),     //     FT_COBUS_A_Joint[SBU_Key]="PMP",     //     FT_COBUS_A_Joint[Poly Cat]="Ultramid B",     //     FT_COBUS_A_Joint[Consolidation_View_Key]="J1"     //     ),     //     CALCULATE(SUM(FT_COBUS_A_Joint[Standard_Quantity_PA6]),     //     FILTER(ALL(DT_Date[Date], DT_Date[Month_short], DT_Date[Year]), DT_Date[Date] <= MAX(DT_Date[Date])),     //     FT_COBUS_A_Joint[SBU_Key]="PMP",     //     FT_COBUS_A_Joint[Poly Cat]="Ultramid B",     //     FT_COBUS_A_Joint[Consolidation_View_Key]="J1"     //     ),     //     BLANK()     // )     DIVIDE (         CALCULATE (             SUM ( FT_COBUS_A_Joint[CM1_PA6] ),             FILTER (                 ALL ( DT_Date ),                 DT_Date[Month_Number] <= SelectedMonth                     && DT_Date[Year] = MAX ( 'DT_Date (2)'[Year] )             ),             FT_COBUS_A_Joint[SBU_Key] = "PMP",             FT_COBUS_A_Joint[Poly Cat] = "Ultramid B",             FT_COBUS_A_Joint[Consolidation_View_Key] = "J1"         ),         CALCULATE (             SUM ( FT_COBUS_A_Joint[Standard_Quantity_PA6] ),             FILTER (                 ALL ( DT_Date ),                 DT_Date[Month_Number] <= SelectedMonth                     && DT_Date[Year] = MAX ( 'DT_Date (2)'[Year] )             ),             FT_COBUS_A_Joint[SBU_Key] = "PMP",             FT_COBUS_A_Joint[Poly Cat] = "Ultramid B",             FT_COBUS_A_Joint[Consolidation_View_Key] = "J1"         ),         BLANK ()     )		1_PA6_CM1_CM	DT_Date; FT_COBUS_A_Joint; DT_Date (2)	DT_Date[Month_Number]; FT_COBUS_A_Joint[CM1_PA6]; DT_Date[Year]; DT_Date (2)[Year]; FT_COBUS_A_Joint[SBU_Key]; FT_COBUS_A_Joint[Poly Cat]; FT_COBUS_A_Joint[Consolidation_View_Key]; FT_COBUS_A_Joint[Standard_Quantity_PA6]
0_PA6_CM1_CM_2	 VAR SelectedMonth =     SELECTEDVALUE ( DT_Date[Month_Number] ) RETURN     // DIVIDE(     //     CALCULATE(SUM(FT_COBUS_A_Joint[CM1_PA6]),     //     FILTER(ALL(DT_Date[Date], DT_Date[Month_short], DT_Date[Year]), DT_Date[Date] <= MAX(DT_Date[Date])),     //     FT_COBUS_A_Joint[SBU_Key]="PMP",     //     FT_COBUS_A_Joint[Poly Cat]="Ultramid B",     //     FT_COBUS_A_Joint[Consolidation_View_Key]="A6"     //     ),     //     CALCULATE(SUM(FT_COBUS_A_Joint[Standard_Quantity_PA6]),     //     FILTER(ALL(DT_Date[Date], DT_Date[Month_short], DT_Date[Year]), DT_Date[Date] <= MAX(DT_Date[Date])),     //     FT_COBUS_A_Joint[SBU_Key]="PMP",     //     FT_COBUS_A_Joint[Poly Cat]="Ultramid B",     //     FT_COBUS_A_Joint[Consolidation_View_Key]="A6"     //     ),     //     BLANK()     // )     DIVIDE (         CALCULATE (             SUM ( FT_COBUS_A_Joint[CM1_PA6] ),             FILTER (                 ALL ( DT_Date ),                 DT_Date[Month_Number] <= SelectedMonth                     && DT_Date[Year] = MAX ( 'DT_Date (2)'[Year] )             ),             FT_COBUS_A_Joint[SBU_Key] = "PMP",             FT_COBUS_A_Joint[Poly Cat] = "Ultramid B",             FT_COBUS_A_Joint[Consolidation_View_Key] = "A6"         ),         CALCULATE (             SUM ( FT_COBUS_A_Joint[Standard_Quantity_PA6] ),             FILTER (                 ALL ( DT_Date ),                 DT_Date[Month_Number] <= SelectedMonth                     && DT_Date[Year] = MAX ( 'DT_Date (2)'[Year] )             ),             FT_COBUS_A_Joint[SBU_Key] = "PMP",             FT_COBUS_A_Joint[Poly Cat] = "Ultramid B",             FT_COBUS_A_Joint[Consolidation_View_Key] = "A6"         ),         BLANK ()     )		1_PA6_CM1_CM; 1_PA6_CM1_PM	DT_Date; FT_COBUS_A_Joint; DT_Date (2)	DT_Date[Month_Number]; FT_COBUS_A_Joint[CM1_PA6]; DT_Date[Year]; DT_Date (2)[Year]; FT_COBUS_A_Joint[SBU_Key]; FT_COBUS_A_Joint[Poly Cat]; FT_COBUS_A_Joint[Consolidation_View_Key]; FT_COBUS_A_Joint[Standard_Quantity_PA6]
1_PA6_CM1_CM	 ( [0_PA6_CM1_CM] - [0_PA6_CM1_CM_2] ) * 1000	0_PA6_CM1_CM; 0_PA6_CM1_CM_2		DT_Date; FT_COBUS_A_Joint; DT_Date (2)	DT_Date[Month_Number]; FT_COBUS_A_Joint[CM1_PA6]; DT_Date[Year]; DT_Date (2)[Year]; FT_COBUS_A_Joint[SBU_Key]; FT_COBUS_A_Joint[Poly Cat]; FT_COBUS_A_Joint[Consolidation_View_Key]; FT_COBUS_A_Joint[Standard_Quantity_PA6]
1_PA6_CM1_PM	 [0_PA6_CM1_CM_2] * 1000	0_PA6_CM1_CM_2		DT_Date; FT_COBUS_A_Joint; DT_Date (2)	DT_Date[Month_Number]; FT_COBUS_A_Joint[CM1_PA6]; DT_Date[Year]; DT_Date (2)[Year]; FT_COBUS_A_Joint[SBU_Key]; FT_COBUS_A_Joint[Poly Cat]; FT_COBUS_A_Joint[Consolidation_View_Key]; FT_COBUS_A_Joint[Standard_Quantity_PA6]
0_PA66_CM1_CM	 VAR SelectedMonth =     SELECTEDVALUE ( DT_Date[Month_Number] ) RETURN     // DIVIDE(     //     CALCULATE(SUM(FT_COBUS_A_Joint[CM1_PA66]),     //     FILTER(ALL(DT_Date[Date], DT_Date[Month_short], DT_Date[Year]), DT_Date[Date] <= MAX(DT_Date[Date])),     //     FT_COBUS_A_Joint[SBU_Key]="PMP",     //     FT_COBUS_A_Joint[Poly Cat]="Ultramid A",     //     FT_COBUS_A_Joint[Consolidation_View_Key]="J1"     //     ),     //     CALCULATE(SUM(FT_COBUS_A_Joint[Standard_Quantity_PA66]),     //     FILTER(ALL(DT_Date[Date], DT_Date[Month_short], DT_Date[Year]), DT_Date[Date] <= MAX(DT_Date[Date])),     //     FT_COBUS_A_Joint[SBU_Key]="PMP",     //     FT_COBUS_A_Joint[Poly Cat]="Ultramid A",     //     FT_COBUS_A_Joint[Consolidation_View_Key]="J1"     //     ),     //     BLANK()     // )     DIVIDE (         CALCULATE (             SUM ( FT_COBUS_A_Joint[CM1_PA66] ),             FILTER (                 ALL ( DT_Date ),                 DT_Date[Month_Number] <= SelectedMonth                     && DT_Date[Year] = MAX ( 'DT_Date (2)'[Year] )             ),             FT_COBUS_A_Joint[SBU_Key] = "PMP",             FT_COBUS_A_Joint[Poly Cat] = "Ultramid A",             FT_COBUS_A_Joint[Consolidation_View_Key] = "J1"         ),         CALCULATE (             SUM ( FT_COBUS_A_Joint[Standard_Quantity_PA66] ),             FILTER (                 ALL ( DT_Date ),                 DT_Date[Month_Number] <= SelectedMonth                     && DT_Date[Year] = MAX ( 'DT_Date (2)'[Year] )             ),             FT_COBUS_A_Joint[SBU_Key] = "PMP",             FT_COBUS_A_Joint[Poly Cat] = "Ultramid A",             FT_COBUS_A_Joint[Consolidation_View_Key] = "J1"         ),         BLANK ()     )		1_PA66_CM1_CM	DT_Date; FT_COBUS_A_Joint; DT_Date (2)	DT_Date[Month_Number]; FT_COBUS_A_Joint[CM1_PA66]; DT_Date[Year]; DT_Date (2)[Year]; FT_COBUS_A_Joint[SBU_Key]; FT_COBUS_A_Joint[Poly Cat]; FT_COBUS_A_Joint[Consolidation_View_Key]; FT_COBUS_A_Joint[Standard_Quantity_PA66]
0_PA66_CM1_CM_2	 VAR SelectedMonth =     SELECTEDVALUE ( DT_Date[Month_Number] ) RETURN     // DIVIDE(     //     CALCULATE(SUM(FT_COBUS_A_Joint[CM1_PA66]),     //     FILTER(ALL(DT_Date[Date], DT_Date[Month_short], DT_Date[Year]), DT_Date[Date] <= MAX(DT_Date[Date])),     //     FT_COBUS_A_Joint[SBU_Key]="PMP",     //     FT_COBUS_A_Joint[Poly Cat]="Ultramid A",     //     FT_COBUS_A_Joint[Consolidation_View_Key]="A6"     //     ),     //     CALCULATE(SUM(FT_COBUS_A_Joint[Standard_Quantity_PA66]),     //     FILTER(ALL(DT_Date[Date], DT_Date[Month_short], DT_Date[Year]), DT_Date[Date] <= MAX(DT_Date[Date])),     //     FT_COBUS_A_Joint[SBU_Key]="PMP",     //     FT_COBUS_A_Joint[Poly Cat]="Ultramid A",     //     FT_COBUS_A_Joint[Consolidation_View_Key]="A6"     //     ),     //     BLANK()     // )     DIVIDE (         CALCULATE (             SUM ( FT_COBUS_A_Joint[CM1_PA66] ),             FILTER (                 ALL ( DT_Date ),                 DT_Date[Month_Number] <= SelectedMonth                     && DT_Date[Year] = MAX ( 'DT_Date (2)'[Year] )             ),             FT_COBUS_A_Joint[SBU_Key] = "PMP",             FT_COBUS_A_Joint[Poly Cat] = "Ultramid A",             FT_COBUS_A_Joint[Consolidation_View_Key] = "A6"         ),         CALCULATE (             SUM ( FT_COBUS_A_Joint[Standard_Quantity_PA66] ),             FILTER (                 ALL ( DT_Date ),                 DT_Date[Month_Number] <= SelectedMonth                     && DT_Date[Year] = MAX ( 'DT_Date (2)'[Year] )             ),             FT_COBUS_A_Joint[SBU_Key] = "PMP",             FT_COBUS_A_Joint[Poly Cat] = "Ultramid A",             FT_COBUS_A_Joint[Consolidation_View_Key] = "A6"         ),         BLANK ()     )		1_PA66_CM1_CM; 1_PA66_CM1_PM	DT_Date; FT_COBUS_A_Joint; DT_Date (2)	DT_Date[Month_Number]; FT_COBUS_A_Joint[CM1_PA66]; DT_Date[Year]; DT_Date (2)[Year]; FT_COBUS_A_Joint[SBU_Key]; FT_COBUS_A_Joint[Poly Cat]; FT_COBUS_A_Joint[Consolidation_View_Key]; FT_COBUS_A_Joint[Standard_Quantity_PA66]
1_PA66_CM1_CM	 ( [0_PA66_CM1_CM] - [0_PA66_CM1_CM_2] ) * 1000	0_PA66_CM1_CM; 0_PA66_CM1_CM_2		DT_Date; FT_COBUS_A_Joint; DT_Date (2)	DT_Date[Month_Number]; FT_COBUS_A_Joint[CM1_PA66]; DT_Date[Year]; DT_Date (2)[Year]; FT_COBUS_A_Joint[SBU_Key]; FT_COBUS_A_Joint[Poly Cat]; FT_COBUS_A_Joint[Consolidation_View_Key]; FT_COBUS_A_Joint[Standard_Quantity_PA66]
1_PA66_CM1_PM	 [0_PA66_CM1_CM_2] * 1000	0_PA66_CM1_CM_2		DT_Date; FT_COBUS_A_Joint; DT_Date (2)	DT_Date[Month_Number]; FT_COBUS_A_Joint[CM1_PA66]; DT_Date[Year]; DT_Date (2)[Year]; FT_COBUS_A_Joint[SBU_Key]; FT_COBUS_A_Joint[Poly Cat]; FT_COBUS_A_Joint[Consolidation_View_Key]; FT_COBUS_A_Joint[Standard_Quantity_PA66]
CM NUMERATOR	 VAR SelectedMonth =     SELECTEDVALUE ( DT_Date[Month_Number] ) RETURN     // CALCULATE(SUM(FT_COBUS_A_Joint[CM1]),     //     FILTER(ALL(DT_Date[Date], DT_Date[Month_short], DT_Date[Year]), DT_Date[Date] <= MAX(DT_Date[Date])),     //     FT_COBUS_A_Joint[Consolidation_View_Key]="J0",     //     FT_COBUS_A_Joint[SBU_Key]="PMU")     // -Calculate(SUM(FT_COBUS_A_Joint[CM1]),     //     FILTER(ALL(DT_Date[Date], DT_Date[Month_short], DT_Date[Year]), DT_Date[Date] <= MAX(DT_Date[Date])),     //     FT_COBUS_A_Joint[Consolidation_View_Key]="A6",     //     FT_COBUS_A_Joint[SBU_Key] ="PMU")       CALCULATE (         SUM ( FT_COBUS_A_Joint[CM1] ),         FILTER (             ALL ( DT_Date ),             DT_Date[Month_Number] <= SelectedMonth                 && DT_Date[Year] = MAX ( 'DT_Date (2)'[Year] )         ),         FT_COBUS_A_Joint[Consolidation_View_Key] = "J0",         FT_COBUS_A_Joint[SBU_Key] = "PMU"     )         - CALCULATE (             SUM ( FT_COBUS_A_Joint[CM1] ),             FILTER (                 ALL ( DT_Date ),                 DT_Date[Month_Number] <= SelectedMonth                     && DT_Date[Year] = MAX ( 'DT_Date (2)'[Year] )             ),             FT_COBUS_A_Joint[Consolidation_View_Key] = "A6",             FT_COBUS_A_Joint[SBU_Key] = "PMU"         )		CM Total Calculation	DT_Date; FT_COBUS_A_Joint; DT_Date (2)	DT_Date[Month_Number]; FT_COBUS_A_Joint[CM1]; DT_Date[Year]; DT_Date (2)[Year]; FT_COBUS_A_Joint[Consolidation_View_Key]; FT_COBUS_A_Joint[SBU_Key]
PMO NUMERATOR	 VAR SelectedMonth =     SELECTEDVALUE ( DT_Date[Month_Number] ) RETURN     // CALCULATE(SUM(FT_COBUS_A_Joint[CM1]),     //     FILTER(ALL(DT_Date[Date], DT_Date[Month_short], DT_Date[Year]), DT_Date[Date] <= MAX(DT_Date[Date])),     //     FT_COBUS_A_Joint[Consolidation_View_Key]="A6",     //     FT_COBUS_A_Joint[SBU_Key]="PMU")     // -Calculate(SUM(FT_COBUS_A_Joint[CM1]),     //     FILTER(ALL(DT_Date[Date], DT_Date[Month_short], DT_Date[Year]), DT_Date[Date] <= MAX(DT_Date[Date])),     //     FT_COBUS_A_Joint[Consolidation_View_Key]="A4",     //     FT_COBUS_A_Joint[SBU_Key] ="PMU")     CALCULATE (         SUM ( FT_COBUS_A_Joint[CM1] ),         FILTER (             ALL ( DT_Date ),             DT_Date[Month_Number] <= SelectedMonth                 && DT_Date[Year] = MAX ( 'DT_Date (2)'[Year] )         ),         FT_COBUS_A_Joint[Consolidation_View_Key] = "A6",         FT_COBUS_A_Joint[SBU_Key] = "PMU"     )         - CALCULATE (             SUM ( FT_COBUS_A_Joint[CM1] ),             FILTER (                 ALL ( DT_Date ),                 DT_Date[Month_Number] <= SelectedMonth                     && DT_Date[Year] = MAX ( 'DT_Date (2)'[Year] )             ),             FT_COBUS_A_Joint[Consolidation_View_Key] = "A4",             FT_COBUS_A_Joint[SBU_Key] = "PMU"         )		PMO Total Calculation	DT_Date; FT_COBUS_A_Joint; DT_Date (2)	DT_Date[Month_Number]; FT_COBUS_A_Joint[CM1]; DT_Date[Year]; DT_Date (2)[Year]; FT_COBUS_A_Joint[Consolidation_View_Key]; FT_COBUS_A_Joint[SBU_Key]
CM Total Calculation	 VAR SelectedMonth =     SELECTEDVALUE ( DT_Date[Month_Number] ) RETURN     // Divide(     //     [cm NUMERATOR],     //     CALCULATE(     //         sum(FT_COBUS_A_Joint[Standard_Quantity]),     //         FILTER(ALL(DT_Date[Date], DT_Date[Month_short], DT_Date[Year]), DT_Date[Date] <= MAX(DT_Date[Date])),     //         FT_COBUS_A_Joint[SBU_Key] = "PMU",     //         FT_COBUS_A_Joint[Consolidation_View_Key] = "J0"     //         ),BLANK())*1000     DIVIDE (         [cm NUMERATOR],         CALCULATE (             SUM ( FT_COBUS_A_Joint[Standard_Quantity] ),             FILTER (                 ALL ( DT_Date ),                 DT_Date[Month_Number] <= SelectedMonth                     && DT_Date[Year] = MAX ( 'DT_Date (2)'[Year] )             ),             FT_COBUS_A_Joint[SBU_Key] = "PMU",             FT_COBUS_A_Joint[Consolidation_View_Key] = "J0"         ),         BLANK ()     ) * 1000	CM NUMERATOR		DT_Date; FT_COBUS_A_Joint; DT_Date (2)	DT_Date[Month_Number]; FT_COBUS_A_Joint[CM1]; DT_Date[Year]; DT_Date (2)[Year]; FT_COBUS_A_Joint[Consolidation_View_Key]; FT_COBUS_A_Joint[SBU_Key]; FT_COBUS_A_Joint[Standard_Quantity]
PMO Total Calculation	 VAR SelectedMonth =     SELECTEDVALUE ( DT_Date[Month_Number] ) RETURN     // Divide(     //     [PMO NUMERATOR],     //     CALCULATE(     //         sum(FT_COBUS_A_Joint[Standard_Quantity]),     //             FILTER(ALL(DT_Date[Date], DT_Date[Month_short], DT_Date[Year]), DT_Date[Date] <= MAX(DT_Date[Date])),     //             FT_COBUS_A_Joint[SBU_Key] = "PMU",     //             FT_COBUS_A_Joint[Consolidation_View_Key] = "J0"     //           ),     //     BLANK())*1000     DIVIDE (         [PMO NUMERATOR],         CALCULATE (             SUM ( FT_COBUS_A_Joint[Standard_Quantity] ),             FILTER (                 ALL ( DT_Date ),                 DT_Date[Month_Number] <= SelectedMonth                     && DT_Date[Year] = MAX ( 'DT_Date (2)'[Year] )             ),             FT_COBUS_A_Joint[SBU_Key] = "PMU",             FT_COBUS_A_Joint[Consolidation_View_Key] = "J0"         ),         BLANK ()     ) * 1000	PMO NUMERATOR		DT_Date; FT_COBUS_A_Joint; DT_Date (2)	DT_Date[Month_Number]; FT_COBUS_A_Joint[CM1]; DT_Date[Year]; DT_Date (2)[Year]; FT_COBUS_A_Joint[Consolidation_View_Key]; FT_COBUS_A_Joint[SBU_Key]; FT_COBUS_A_Joint[Standard_Quantity]
PMU Total Calculation	 VAR SelectedMonth =     SELECTEDVALUE ( DT_Date[Month_Number] ) RETURN     // Divide(     //     Calculate(SUM(FT_COBUS_A_Joint[CM1]),     //         FILTER(ALL(DT_Date[Date], DT_Date[Month_short], DT_Date[Year]), DT_Date[Date] <= MAX(DT_Date[Date])),     //         FT_COBUS_A_Joint[Consolidation_View_Key]="A4",     //         FT_COBUS_A_Joint[SBU_Key] = "PMU"),     //     CALCULATE(sum(FT_COBUS_A_Joint[Standard_Quantity]),     //         FILTER(ALL(DT_Date[Date], DT_Date[Month_short], DT_Date[Year]), DT_Date[Date] <= MAX(DT_Date[Date])),     //         FT_COBUS_A_Joint[SBU_Key] = "PMU",     //         FT_COBUS_A_Joint[Consolidation_View_Key] = "J0"     // ),BLANK())*1000     DIVIDE (         CALCULATE (             SUM ( FT_COBUS_A_Joint[CM1] ),             FILTER (                 ALL ( DT_Date ),                 DT_Date[Month_Number] <= SelectedMonth                     && DT_Date[Year] = MAX ( 'DT_Date (2)'[Year] )             ),             FT_COBUS_A_Joint[Consolidation_View_Key] = "A4",             FT_COBUS_A_Joint[SBU_Key] = "PMU"         ),         CALCULATE (             SUM ( FT_COBUS_A_Joint[Standard_Quantity] ),             FILTER (                 ALL ( DT_Date ),                 DT_Date[Month_Number] <= SelectedMonth                     && DT_Date[Year] = MAX ( 'DT_Date (2)'[Year] )             ),             FT_COBUS_A_Joint[SBU_Key] = "PMU",             FT_COBUS_A_Joint[Consolidation_View_Key] = "J0"         ),         BLANK ()     ) * 1000			DT_Date; FT_COBUS_A_Joint; DT_Date (2)	DT_Date[Month_Number]; FT_COBUS_A_Joint[CM1]; DT_Date[Year]; DT_Date (2)[Year]; FT_COBUS_A_Joint[Consolidation_View_Key]; FT_COBUS_A_Joint[SBU_Key]; FT_COBUS_A_Joint[Standard_Quantity]
PYTD_Prim	 TOTALYTD ( [Actual Coins], SAMEPERIODLASTYEAR ( DT_Date[Date] ) ) / 1000	Actual Coins	YTD Delta_Prim	FT_COINS_S27E_PM; DT_Date	FT_COINS_S27E_PM[ACTUAL_EUR]; DT_Date[Date]
YTD_Prim_FX	 // This is the old caclulation using the ADJ_EUR value, after talk with Michael we will use the normal value so that will much with the other report // TOTALYTD ( SUM ( FT_COINS_S27E_PM[ACT_FX_ADJ_EUR] ), DT_Date[Date] ) / 1000 TOTALYTD (     SUM ( FT_COINS_S27E_PM[ACTUAL_EUR] ),     DT_Date[Date] ) / 1000		YTD Delta_Prim	FT_COINS_S27E_PM; DT_Date	FT_COINS_S27E_PM[ACTUAL_EUR]; DT_Date[Date]
YTD Delta_Prim	 [YTD_Prim_FX] - [PYTD_Prim]	YTD_Prim_FX; PYTD_Prim; Actual Coins		FT_COINS_S27E_PM; DT_Date	FT_COINS_S27E_PM[ACTUAL_EUR]; DT_Date[Date]
Actual Coins	 SUM ( FT_COINS_S27E_PM[ACTUAL_EUR] )		PYTD_Prim; YTD Delta_Prim	FT_COINS_S27E_PM	FT_COINS_S27E_PM[ACTUAL_EUR]
Maris_0_Act	 SUM ( FT_MARIS_VW[VALUE_EUR] ) / 1000 // Base Measure		TEST; Matrix_0_Act; Volume_FYFC_0_PM; Volume_effect_FYFC_1_PM; CM1_effect_FYFC_0_PM; CM1/kg_FYFC_0_PM_VolumeCalc; CM1/kg_FYFC_0_PM_VarCostCalc; FixedCost_effect_FYFC_1_PM; Price_FYFC_0_PM; Price_effect_FYFC_1_PM; VarCost_effect_FYFC_0_PM; EBITbSI_effect_1_FYFC (Act till PM); EBITbSI_effect_1_FYFC (Act till PM)_SBU; FixedCost_effect_FYFC_0_CM; FixedCost_effect_1_FYFC; FixedCost_effect_2_YTD; Volume_FYFC_0_CM; Volume_effect_FYFC_1_CM(for PM comp.); Volume_0_FYFC; Volume_0_YTD; Volume_effect_1_FYFC(for BG comp.); Volume_effect_1_YTD(for BG comp.); Volume_effect_1_YTD(for PY comp.); Volume_effect_1_FYFC(for PY comp.); Price_FYFC_0_CM; Price_effect_FYFC_1_CM(for PM comp.); Price_1_FYFC; Price_0_YTD; Price_effect_1_FYFC(for BG comp.); Price_effect_1_YTD(for BG comp.); Price_effect_1_YTD(for PY comp.); CM1_effect_FYFC_0_CM; CM1_effect_1_FYFC; CM1_effect_1_YTD; VarCost_effect_FYFC_0_CM(for PM comp.); VarCost_effect_FYFC(for BG comp.); VarCost_effect_YTD(for BG comp.); VarCost_effect_YTD(for PY comp.); EBITbSI_effect_FYFC_0_CM; EBITbSI_effect_1_YTD; EBITbSI_effect_1_FYFC; EBITbSI_effect_1_FYFC_SBU; EBITbSI_effect_2_YTD_SBU; EBITbSI_effect_FYFC_1_CM_SBU; FYFC_CM_0_(for PM comp.); FYFC_0_PM; Delta_FYFC_2_CM_PM_month_SBU; Delta_1_BGFY; Delta_2_BGFY_SBU; FYFC_1(for BG comp.); Delta_2_YTD_BG_SBU; Act_YTD_1(for BG comp.); Act_YTD_0(for PY comp.); PYTD_0; Delta_1_PYTD_SBU; Act_FYFC_0(for PY comp.); PYFY_0; Delta_1_PYFY_SBU; CM1_effect_0_PYTD; CM1_effect_0_PYFY; FixedCost_effect_0_PYTD; FixedCost_effect_0_PYFY; Price_0_PYTD; Price_effect_1_PYTD; Volume_0_PYTD; Volume_effect_1_PYTD; Volume_0_PYFY; Volume_effect_1_PYFY; CM1/kg_PYTD_VarCostCalc; CM1/kg_PYTD_VolumeCalc; CM1/kg_PYFY_VolumeCalc; VarCost_effect_PYTD; CM1/kg_PYFY_for_minus_CM1_operation; Volume_0_YTD_for_minus_CM1_operation(for PY comp.); Volume_0_FYFC_for_minus_CM1_operation; Volume_effect_1_FYFC_for_minus_CM1_operation(for PY comp.); Volume_0_PYFY_for_minus_CM1_operation(for PY comp.); Volume_effect_1_PYFY_for_minus_CM1_operation	FT_MARIS_VW	FT_MARIS_VW[VALUE_EUR]
Matrix_0_Act	 //Note: Below are only initial calculations of KPIs. Further processing needed to get final value of KPI //Base Measure VAR Maris_0_Act =     SUM ( FT_MARIS_VW[VALUE_EUR] ) / 1000 //Volume_Act VAR Volume_0_Act =     SUM ( FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[Standard_Quantity_KG] ) / 1000000 //Price_Act VAR NetSales_0_Act =     CALCULATE ( [Maris_0_Act], KEEPFILTERS ( FT_MARIS_VW[ITEM] = "Net Sales" ) ) VAR Price_1_Act = NetSales_0_Act / Volume_0_Act //CM1_Act VAR CM1_0_Act =     CALCULATE ( [Maris_0_Act], KEEPFILTERS ( FT_MARIS_VW[ITEM_KEY] = "4200003" ) ) //FixedCost_Act.... ( Fixed cost = CM1 - Ebit Bsi) VAR Ebitbsi_0_Act =     CALCULATE ( [Maris_0_Act], KEEPFILTERS ( FT_MARIS_VW[ITEM_KEY] = "4800033" ) ) //Ebit bsi item key should be 4800033. May have a mismatch VAR FixedCost_0_Act = CM1_0_Act - Ebitbsi_0_Act //VarCost_Act VAR VarCost_0_Act = CM1_0_Act - Volume_0_Act - Price_1_Act //Output1: Important... Fixed Costs adds negative effect. Hence, - for fixed cost in switch below VAR Output_1 =     SWITCH (         MAX ( DT_Matrix_Act_Table_ND[KPI] ),         "Volume", Volume_0_Act,         "Net Sales", NetSales_0_Act,         "Fixed Cost", - ( FixedCost_0_Act ),         "CM1", CM1_0_Act,         "Variable Cost", VarCost_0_Act,         "EBITbSI", Ebitbsi_0_Act,         "Price", Price_1_Act,         "Volume for CM11", Volume_0_Act     ) RETURN     Output_1	Maris_0_Act	TEST; Volume_FYFC_0_PM; Volume_effect_FYFC_1_PM; CM1_effect_FYFC_0_PM; CM1/kg_FYFC_0_PM_VolumeCalc; CM1/kg_FYFC_0_PM_VarCostCalc; FixedCost_effect_FYFC_1_PM; Price_FYFC_0_PM; Price_effect_FYFC_1_PM; VarCost_effect_FYFC_0_PM; EBITbSI_effect_1_FYFC (Act till PM); EBITbSI_effect_1_FYFC (Act till PM)_SBU; FixedCost_effect_FYFC_0_CM; FixedCost_effect_1_FYFC; FixedCost_effect_2_YTD; Volume_FYFC_0_CM; Volume_effect_FYFC_1_CM(for PM comp.); Volume_0_FYFC; Volume_0_YTD; Volume_effect_1_FYFC(for BG comp.); Volume_effect_1_YTD(for BG comp.); Volume_effect_1_YTD(for PY comp.); Volume_effect_1_FYFC(for PY comp.); Price_FYFC_0_CM; Price_effect_FYFC_1_CM(for PM comp.); Price_1_FYFC; Price_0_YTD; Price_effect_1_FYFC(for BG comp.); Price_effect_1_YTD(for BG comp.); Price_effect_1_YTD(for PY comp.); CM1_effect_FYFC_0_CM; CM1_effect_1_FYFC; CM1_effect_1_YTD; VarCost_effect_FYFC_0_CM(for PM comp.); VarCost_effect_FYFC(for BG comp.); VarCost_effect_YTD(for BG comp.); VarCost_effect_YTD(for PY comp.); EBITbSI_effect_FYFC_0_CM; EBITbSI_effect_1_YTD; EBITbSI_effect_1_FYFC; EBITbSI_effect_1_FYFC_SBU; EBITbSI_effect_2_YTD_SBU; EBITbSI_effect_FYFC_1_CM_SBU; FYFC_CM_0_(for PM comp.); FYFC_0_PM; Delta_FYFC_2_CM_PM_month_SBU; Delta_1_BGFY; Delta_2_BGFY_SBU; FYFC_1(for BG comp.); Delta_2_YTD_BG_SBU; Act_YTD_1(for BG comp.); Act_YTD_0(for PY comp.); PYTD_0; Delta_1_PYTD_SBU; Act_FYFC_0(for PY comp.); PYFY_0; Delta_1_PYFY_SBU; CM1_effect_0_PYTD; CM1_effect_0_PYFY; FixedCost_effect_0_PYTD; FixedCost_effect_0_PYFY; Price_0_PYTD; Price_effect_1_PYTD; Volume_0_PYTD; Volume_effect_1_PYTD; Volume_0_PYFY; Volume_effect_1_PYFY; CM1/kg_PYTD_VarCostCalc; CM1/kg_PYTD_VolumeCalc; CM1/kg_PYFY_VolumeCalc; VarCost_effect_PYTD; CM1/kg_PYFY_for_minus_CM1_operation; Volume_0_YTD_for_minus_CM1_operation(for PY comp.); Volume_0_FYFC_for_minus_CM1_operation; Volume_effect_1_FYFC_for_minus_CM1_operation(for PY comp.); Volume_0_PYFY_for_minus_CM1_operation(for PY comp.); Volume_effect_1_PYFY_for_minus_CM1_operation	FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND	FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]
